V,Cr,Ti,W,Zr,dose_d30,dose_d365,dose_d1825,dose_d36500,He_2y,H_2y,dose_d30_pass,dose_d365_pass,dose_d1825_pass,dose_d36500_pass,He_2y_pass,H_2y_pass,all_pass
0.845,0.039,0.004,0.081,0.031,887.992202450326,0.12536927176109472,1.5228731509288328e-05,9.847594206794588e-08,236.60792733071665,633.5522674355569,True,True,True,True,True,True,True
0.942,0.004,0.008,0.018000000000000002,0.028,944.3636156147451,0.057059211075363866,5.701413794068982e-06,2.275473792799043e-07,244.03060652514105,634.1859003951529,True,True,True,True,True,True,True
0.972,0.008,0.004,0.001,0.015,535.8989837752192,0.019260509391468165,1.2807328419288757e-06,1.2228776852933227e-07,248.81344826487268,646.9913648230798,True,True,True,True,True,True,True
0.974,0.004,0.004,0.011,0.007,244.861124937667,0.025255387771042713,3.366665179455457e-06,1.1971558224357158e-07,246.22772860514672,637.5671621273123,True,True,True,True,True,True,True
0.875,0.044,0.022,0.039,0.02,641.0503655844403,0.07947386458990031,1.2305374211256017e-05,5.894226956685741e-07,252.80970003764108,679.6831942788588,True,True,True,True,True,True,True
0.939,0.027,0.026000000000000002,0.007,0.001,35.96944989516085,0.021515271977749696,7.338116394476026e-06,7.688235927744956e-07,258.6274998514229,684.5899470378819,True,True,True,True,True,True,True
0.888,0.041,0.042,0.002,0.027,953.4344741526176,0.04756407512337515,9.895845694358512e-06,1.2320962866138589e-06,265.12001943638234,713.2478046669333,True,True,True,True,True,True,True
0.9390000000000001,0.004,0.01,0.009000000000000001,0.038,1304.3444892048567,0.05612957033267487,4.393775909691881e-06,2.8829172927776087e-07,245.81191871163387,639.8591812205433,False,True,True,True,True,True,False
0.9299999999999999,0.03,0.002,0.013000000000000001,0.025,855.7715815857057,0.045449760157195755,3.4770401482174468e-06,6.038473291113951e-08,249.92918901550618,662.1605947117534,True,True,True,True,True,True,True
0.901,0.053,0.006,0.015,0.025,850.4232054405181,0.04947247885995687,4.745692067400271e-06,1.727989438238305e-07,255.87005140744455,690.3710755787165,True,True,True,True,True,True,True
0.903,0.001,0.08600000000000001,0.005,0.005,179.33590711951072,0.0456607686083938,2.0158259589184308e-05,2.5502269628554994e-06,268.1169802566971,704.32906666684,True,True,True,True,True,True,True
0.945,0.009000000000000001,0.015,0.015,0.016,549.3462848538007,0.04389896304314961,6.567007819936904e-06,4.307523154502593e-07,248.61208128805862,648.7386750651442,True,True,True,True,True,True,True
0.998,0.0,0.0,0.0,0.002,72.41020582004613,0.0022118459087539584,4.683627995141648e-08,4.0659904254795725e-09,247.1593749917262,636.810978675017,True,True,True,True,True,True,True
0.881,0.032,0.068,0.014,0.005,174.5705873318667,0.05101630667926825,1.77417184517159e-05,1.963612132047905e-06,268.68112835334694,719.7194466477921,True,True,True,True,True,True,True
0.865,0.037,0.064,0.0,0.034,1202.4741245142438,0.06034816671315455,1.4309054427016982e-05,1.8780326992409404e-06,269.7478667410663,726.8454174304158,False,True,True,True,True,True,False
0.96,0.006,0.008,0.005,0.021,738.4583370481112,0.03280149397400448,3.0540200014559315e-06,2.369373270070372e-07,247.99920363640996,644.8995559190525,True,True,True,True,True,True,True
0.804,0.067,0.039,0.063,0.027,810.1616468841426,0.11621013042161925,1.9164944617757734e-05,9.782916277790817e-07,256.543396991701,704.7282683030912,True,True,True,True,True,True,True
0.924,0.019,0.023,0.031,0.003,100.44610034209205,0.05460849848040921,1.1156779984223085e-05,6.372093097910791e-07,250.37299437107743,658.803990630048,True,True,True,True,True,True,True
0.971,0.017,0.0,0.007,0.005,177.06592186035255,0.01594108237267644,1.6573984228849362e-06,3.8704790811812976e-09,249.30116522911632,651.6809058000532,True,True,True,True,True,True,True
0.943,0.019,0.013000000000000001,0.001,0.024,851.4462605097443,0.0321530160780205,3.320277646625822e-06,3.8581834772505336e-07,252.99320554478228,665.6994350187676,True,True,True,True,True,True,True
0.952,0.001,0.002,0.004,0.041,1423.7267337244703,0.0496467618834892,1.6812467524837802e-06,6.128956324269323e-08,243.96307966723447,632.5302264508476,False,True,True,True,True,True,False
0.85,0.024,0.066,0.058,0.002,63.64639320408147,0.09925880380358038,2.378024781587013e-05,1.7061445567509914e-06,256.5241839723247,683.6636176607601,True,True,True,True,True,True,True
0.833,0.04,0.028,0.076,0.023,671.1301491785756,0.12197560747928622,1.889850314529837e-05,6.844251102491834e-07,244.76865350462256,658.0177025053933,True,True,True,True,True,True,True
0.82,0.114,0.03,0.008,0.028,967.8286892510624,0.051990667134801744,8.547817869562197e-06,8.62789034282416e-07,277.6297191218164,782.8535119211518,True,True,True,True,True,True,True
0.923,0.003,0.009000000000000001,0.021,0.044,1454.643397807173,0.07633507086000309,6.545110789763629e-06,2.5057875650775866e-07,242.12765523631177,630.1783515116557,False,True,True,True,True,True,False
0.964,0.029,0.005,0.002,0.0,0.16264504715400396,0.0050349348721522354,1.6408497119658444e-06,1.5306789414758852e-07,254.91224207763756,672.8920079694473,True,True,True,True,True,True,True
