nuclides,reactions,groups,xs
Sn134,"(n,gamma)",1,0.001948
Sn134,"(n,4n)",1,0.0
Sn134,"(n,t)",1,0.0
Sn134,fission,1,0.0
T_m150,"(n,2n)",1,0.0
T_m150,"(n,d)",1,1.989e-11
T_m150,"(n,a)",1,0.7224
T_m150,"(n,p)",1,17630.0
T_m150,"(n,3n)",1,0.0
T_m150,"(n,gamma)",1,17.64
T_m150,"(n,4n)",1,0.0
T_m150,"(n,t)",1,0.0
T_m150,fission,1,0.0
T_m151,"(n,2n)",1,0.0
T_m151,"(n,d)",1,2.681e-12
T_m151,"(n,a)",1,0.7588
T_m151,"(n,p)",1,2816.0
T_m151,"(n,3n)",1,0.0
T_m151,"(n,gamma)",1,0.2992
T_m151,"(n,4n)",1,0.0
T_m151,"(n,t)",1,0.0
T_m151,fission,1,0.0
T_m152,"(n,2n)",1,0.0
T_m152,"(n,d)",1,0.0
T_m152,"(n,a)",1,45.36
T_m152,"(n,p)",1,1553.0
T_m152,"(n,3n)",1,0.0
T_m152,"(n,gamma)",1,4.202
T_m152,"(n,4n)",1,0.0
T_m152,"(n,t)",1,0.0
T_m152,fission,1,0.0
T_m153,"(n,2n)",1,0.0
T_m153,"(n,d)",1,0.0
T_m153,"(n,a)",1,9.38
T_m153,"(n,p)",1,659.6
T_m153,"(n,3n)",1,0.0
T_m153,"(n,gamma)",1,16.5
T_m153,"(n,4n)",1,0.0
T_m153,"(n,t)",1,0.0
T_m153,fission,1,0.0
T_m154,"(n,2n)",1,0.0
T_m154,"(n,d)",1,0.0
T_m154,"(n,a)",1,19.42
T_m154,"(n,p)",1,937.0
T_m154,"(n,3n)",1,0.0
T_m154,"(n,gamma)",1,162.6
T_m154,"(n,4n)",1,0.0
T_m154,"(n,t)",1,0.0
T_m154,fission,1,0.0
T_m155,"(n,2n)",1,0.0
T_m155,"(n,d)",1,0.0
T_m155,"(n,a)",1,0.207
T_m155,"(n,p)",1,138.9
T_m155,"(n,3n)",1,0.0
T_m155,"(n,gamma)",1,80.19
T_m155,"(n,4n)",1,0.0
T_m155,"(n,t)",1,0.0
T_m155,fission,1,0.0
T_m156,"(n,2n)",1,0.0
T_m156,"(n,d)",1,0.0
T_m156,"(n,a)",1,5.856
T_m156,"(n,p)",1,850.9
T_m156,"(n,3n)",1,0.0
T_m156,"(n,gamma)",1,647.8
T_m156,"(n,4n)",1,0.0
T_m156,"(n,t)",1,0.0
T_m156,fission,1,0.0
T_m157,"(n,2n)",1,0.0
T_m157,"(n,d)",1,0.0
T_m157,"(n,a)",1,0.5949
T_m157,"(n,p)",1,53.55
T_m157,"(n,3n)",1,0.0
T_m157,"(n,gamma)",1,41.97
T_m157,"(n,4n)",1,0.0
T_m157,"(n,t)",1,0.0
T_m157,fission,1,0.0
T_m158,"(n,2n)",1,0.0
T_m158,"(n,d)",1,0.0
T_m158,"(n,a)",1,3.625
T_m158,"(n,p)",1,194.4
T_m158,"(n,3n)",1,0.0
T_m158,"(n,gamma)",1,1093.0
T_m158,"(n,4n)",1,0.0
T_m158,"(n,t)",1,0.0
T_m158,fission,1,0.0
T_m159,"(n,2n)",1,0.0
T_m159,"(n,d)",1,0.0
T_m159,"(n,a)",1,0.0128
T_m159,"(n,p)",1,10.12
T_m159,"(n,3n)",1,0.0
T_m159,"(n,gamma)",1,48.11
T_m159,"(n,4n)",1,0.0
T_m159,"(n,t)",1,0.0
T_m159,fission,1,0.0
T_m160,"(n,2n)",1,0.0
T_m160,"(n,d)",1,0.0
T_m160,"(n,a)",1,1.111
T_m160,"(n,p)",1,42.51
T_m160,"(n,3n)",1,0.0
T_m160,"(n,gamma)",1,500.5
T_m160,"(n,4n)",1,0.0
T_m160,"(n,t)",1,0.0
T_m160,fission,1,0.0
T_m161,"(n,2n)",1,0.0
T_m161,"(n,d)",1,0.0
T_m161,"(n,a)",1,0.002594
T_m161,"(n,p)",1,0.7776
T_m161,"(n,3n)",1,0.0
T_m161,"(n,gamma)",1,24.59
T_m161,"(n,4n)",1,0.0
T_m161,"(n,t)",1,0.0
T_m161,fission,1,0.0
T_m162,"(n,2n)",1,0.0
T_m162,"(n,d)",1,0.0
T_m162,"(n,a)",1,0.1545
T_m162,"(n,p)",1,7.933
T_m162,"(n,3n)",1,0.0
T_m162,"(n,gamma)",1,100.1
T_m162,"(n,4n)",1,0.0
T_m162,"(n,t)",1,0.0
T_m162,fission,1,0.0
T_m163,"(n,2n)",1,0.0
T_m163,"(n,d)",1,0.0
T_m163,"(n,a)",1,0.000169
T_m163,"(n,p)",1,0.01777
T_m163,"(n,3n)",1,0.0
T_m163,"(n,gamma)",1,175.8
T_m163,"(n,4n)",1,0.0
T_m163,"(n,t)",1,0.0
T_m163,fission,1,0.0
T_m164,"(n,2n)",1,0.0
T_m164,"(n,d)",1,0.0
T_m164,"(n,a)",1,0.03475
T_m164,"(n,p)",1,0.9282
T_m164,"(n,3n)",1,0.0
T_m164,"(n,gamma)",1,105.9
T_m164,"(n,4n)",1,0.0
T_m164,"(n,t)",1,0.0
T_m164,fission,1,0.0
T_m165,"(n,2n)",1,0.0
T_m165,"(n,d)",1,0.0
T_m165,"(n,a)",1,0.0001353
T_m165,"(n,p)",1,2.948e-05
T_m165,"(n,3n)",1,0.0
T_m165,"(n,gamma)",1,36.0
T_m165,"(n,4n)",1,0.0
T_m165,"(n,t)",1,0.0
T_m165,fission,1,0.0
T_m166,"(n,2n)",1,0.0
T_m166,"(n,d)",1,0.0
T_m166,"(n,a)",1,0.004509
T_m166,"(n,p)",1,0.0308
T_m166,"(n,3n)",1,0.0
T_m166,"(n,gamma)",1,36.83
T_m166,"(n,4n)",1,0.0
T_m166,"(n,t)",1,0.0
T_m166,fission,1,0.0
T_m167,"(n,2n)",1,0.0
T_m167,"(n,d)",1,0.0
T_m167,"(n,a)",1,4.149e-06
T_m167,"(n,p)",1,6.628e-11
T_m167,"(n,3n)",1,0.0
T_m167,"(n,gamma)",1,11.7
T_m167,"(n,4n)",1,0.0
T_m167,"(n,t)",1,0.0
T_m167,fission,1,0.0
T_m168,"(n,2n)",1,0.0
T_m168,"(n,d)",1,0.0
T_m168,"(n,a)",1,0.000381
T_m168,"(n,p)",1,9.837e-06
T_m168,"(n,3n)",1,0.0
T_m168,"(n,gamma)",1,14.33
T_m168,"(n,4n)",1,0.0
T_m168,"(n,t)",1,0.0
T_m168,fission,1,0.0
T_m169,"(n,2n)",1,0.0
T_m169,"(n,d)",1,0.0
T_m169,"(n,a)",1,3.326e-05
T_m169,"(n,p)",1,0.0
T_m169,"(n,3n)",1,0.0
T_m169,"(n,gamma)",1,996.1
T_m169,"(n,4n)",1,0.0
T_m169,"(n,t)",1,0.0
T_m169,fission,1,0.0
T_m170,"(n,2n)",1,0.0
T_m170,"(n,d)",1,0.0
T_m170,"(n,a)",1,2.263e-06
T_m170,"(n,p)",1,0.0
T_m170,"(n,3n)",1,0.0
T_m170,"(n,gamma)",1,39.04
T_m170,"(n,4n)",1,0.0
T_m170,"(n,t)",1,0.0
T_m170,fission,1,0.0
T_m171,"(n,2n)",1,0.0
T_m171,"(n,d)",1,0.0
T_m171,"(n,a)",1,1.273e-10
T_m171,"(n,p)",1,0.0
T_m171,"(n,3n)",1,0.0
T_m171,"(n,gamma)",1,181.5
T_m171,"(n,4n)",1,0.0
T_m171,"(n,t)",1,0.0
T_m171,fission,1,0.0
T_m172,"(n,2n)",1,0.0
T_m172,"(n,d)",1,0.0
T_m172,"(n,a)",1,1.707e-08
T_m172,"(n,p)",1,0.0
T_m172,"(n,3n)",1,0.0
T_m172,"(n,gamma)",1,324.7
T_m172,"(n,4n)",1,0.0
T_m172,"(n,t)",1,0.0
T_m172,fission,1,0.0
T_m173,"(n,2n)",1,0.0
T_m173,"(n,d)",1,0.0
T_m173,"(n,a)",1,0.0
T_m173,"(n,p)",1,0.0
T_m173,"(n,3n)",1,0.0
T_m173,"(n,gamma)",1,197.5
T_m173,"(n,4n)",1,0.0
T_m173,"(n,t)",1,0.0
T_m173,fission,1,0.0
T_m174,"(n,2n)",1,0.0
T_m174,"(n,d)",1,0.0
T_m174,"(n,a)",1,2.345e-11
T_m174,"(n,p)",1,0.0
T_m174,"(n,3n)",1,0.0
T_m174,"(n,gamma)",1,62.03
T_m174,"(n,4n)",1,0.0
T_m174,"(n,t)",1,0.0
T_m174,fission,1,0.0
T_m175,"(n,2n)",1,0.0
T_m175,"(n,d)",1,0.0
T_m175,"(n,a)",1,0.0
T_m175,"(n,p)",1,0.0
T_m175,"(n,3n)",1,0.0
T_m175,"(n,gamma)",1,58.72
T_m175,"(n,4n)",1,0.0
T_m175,"(n,t)",1,0.0
T_m175,fission,1,0.0
T_m176,"(n,2n)",1,0.0
T_m176,"(n,d)",1,0.0
T_m176,"(n,a)",1,0.0
T_m176,"(n,p)",1,0.0
T_m176,"(n,3n)",1,0.0
T_m176,"(n,gamma)",1,9.073
T_m176,"(n,4n)",1,0.0
T_m176,"(n,t)",1,0.0
T_m176,fission,1,0.0
T_m177,"(n,2n)",1,0.0
T_m177,"(n,d)",1,0.0
T_m177,"(n,a)",1,0.0
T_m177,"(n,p)",1,0.0
T_m177,"(n,3n)",1,0.0
T_m177,"(n,gamma)",1,6.928
T_m177,"(n,4n)",1,0.0
T_m177,"(n,t)",1,0.0
T_m177,fission,1,0.0
T_m178,"(n,2n)",1,0.0
T_m178,"(n,d)",1,0.0
T_m178,"(n,a)",1,0.0
T_m178,"(n,p)",1,0.0
T_m178,"(n,3n)",1,0.0
T_m178,"(n,gamma)",1,8.908
T_m178,"(n,4n)",1,0.0
T_m178,"(n,t)",1,0.0
T_m178,fission,1,0.0
T_m179,"(n,2n)",1,0.0
T_m179,"(n,d)",1,0.0
T_m179,"(n,a)",1,0.0
T_m179,"(n,p)",1,0.0
T_m179,"(n,3n)",1,0.0
T_m179,"(n,gamma)",1,6.122
T_m179,"(n,4n)",1,0.0
T_m179,"(n,t)",1,0.0
T_m179,fission,1,0.0
Ta159,"(n,2n)",1,0.0
Ta159,"(n,d)",1,2.5e-09
Ta159,"(n,a)",1,46.77
Ta159,"(n,p)",1,694.6
Ta159,"(n,3n)",1,0.0
Ta159,"(n,gamma)",1,22.96
Ta159,"(n,4n)",1,0.0
Ta159,"(n,t)",1,0.0
Ta159,fission,1,0.0
Ta160,"(n,2n)",1,0.0
Ta160,"(n,d)",1,0.0
Ta160,"(n,a)",1,25.03
Ta160,"(n,p)",1,2512.0
Ta160,"(n,3n)",1,0.0
Ta160,"(n,gamma)",1,69.34
Ta160,"(n,4n)",1,0.0
Ta160,"(n,t)",1,0.0
Ta160,fission,1,0.0
Ta161,"(n,2n)",1,0.0
Ta161,"(n,d)",1,3.624e-12
Ta161,"(n,a)",1,8.526
Ta161,"(n,p)",1,938.4
Ta161,"(n,3n)",1,0.0
Ta161,"(n,gamma)",1,81.32
Ta161,"(n,4n)",1,0.0
Ta161,"(n,t)",1,0.0
Ta161,fission,1,0.0
Ta162,"(n,2n)",1,0.0
Ta162,"(n,d)",1,0.0
Ta162,"(n,a)",1,18.38
Ta162,"(n,p)",1,1633.0
Ta162,"(n,3n)",1,0.0
Ta162,"(n,gamma)",1,401.4
Ta162,"(n,4n)",1,0.0
Ta162,"(n,t)",1,0.0
Ta162,fission,1,0.0
Ta163,"(n,2n)",1,0.0
Ta163,"(n,d)",1,0.0
Ta163,"(n,a)",1,3.356
Ta163,"(n,p)",1,298.3
Ta163,"(n,3n)",1,0.0
Ta163,"(n,gamma)",1,34.4
Ta163,"(n,4n)",1,0.0
Ta163,"(n,t)",1,0.0
Ta163,fission,1,0.0
Ta164,"(n,2n)",1,0.0
Ta164,"(n,d)",1,0.0
Ta164,"(n,a)",1,9.128
Ta164,"(n,p)",1,798.7
Ta164,"(n,3n)",1,0.0
Ta164,"(n,gamma)",1,986.2
Ta164,"(n,4n)",1,0.0
Ta164,"(n,t)",1,0.0
Ta164,fission,1,0.0
Ta165,"(n,2n)",1,0.0
Ta165,"(n,d)",1,0.0
Ta165,"(n,a)",1,0.7196
Ta165,"(n,p)",1,40.24
Ta165,"(n,3n)",1,0.0
Ta165,"(n,gamma)",1,77.13
Ta165,"(n,4n)",1,0.0
Ta165,"(n,t)",1,0.0
Ta165,fission,1,0.0
Ta166,"(n,2n)",1,0.0
Ta166,"(n,d)",1,0.0
Ta166,"(n,a)",1,4.295
Ta166,"(n,p)",1,240.3
Ta166,"(n,3n)",1,0.0
Ta166,"(n,gamma)",1,1002.0
Ta166,"(n,4n)",1,0.0
Ta166,"(n,t)",1,0.0
Ta166,fission,1,0.0
Ta167,"(n,2n)",1,0.0
Ta167,"(n,d)",1,0.0
Ta167,"(n,a)",1,0.08412
Ta167,"(n,p)",1,4.731
Ta167,"(n,3n)",1,0.0
Ta167,"(n,gamma)",1,63.12
Ta167,"(n,4n)",1,0.0
Ta167,"(n,t)",1,0.0
Ta167,fission,1,0.0
Ta168,"(n,2n)",1,0.0
Ta168,"(n,d)",1,0.0
Ta168,"(n,a)",1,0.6067
Ta168,"(n,p)",1,68.36
Ta168,"(n,3n)",1,0.0
Ta168,"(n,gamma)",1,559.8
Ta168,"(n,4n)",1,0.0
Ta168,"(n,t)",1,0.0
Ta168,fission,1,0.0
Ta169,"(n,2n)",1,0.0
Ta169,"(n,d)",1,0.0
Ta169,"(n,a)",1,0.008259
Ta169,"(n,p)",1,4.145
Ta169,"(n,3n)",1,0.0
Ta169,"(n,gamma)",1,109.5
Ta169,"(n,4n)",1,0.0
Ta169,"(n,t)",1,0.0
Ta169,fission,1,0.0
Ta170,"(n,2n)",1,0.0
Ta170,"(n,d)",1,0.0
Ta170,"(n,a)",1,0.2388
Ta170,"(n,p)",1,14.57
Ta170,"(n,3n)",1,0.0
Ta170,"(n,gamma)",1,796.3
Ta170,"(n,4n)",1,0.0
Ta170,"(n,t)",1,0.0
Ta170,fission,1,0.0
Ta171,"(n,2n)",1,0.0
Ta171,"(n,d)",1,0.0
Ta171,"(n,a)",1,0.002109
Ta171,"(n,p)",1,0.4
Ta171,"(n,3n)",1,0.0
Ta171,"(n,gamma)",1,76.96
Ta171,"(n,4n)",1,0.0
Ta171,"(n,t)",1,0.0
Ta171,fission,1,0.0
Ta172,"(n,2n)",1,0.0
Ta172,"(n,d)",1,0.0
Ta172,"(n,a)",1,0.07063
Ta172,"(n,p)",1,2.082
Ta172,"(n,3n)",1,0.0
Ta172,"(n,gamma)",1,383.1
Ta172,"(n,4n)",1,0.0
Ta172,"(n,t)",1,0.0
Ta172,fission,1,0.0
Ta173,"(n,2n)",1,0.0
Ta173,"(n,d)",1,0.0
Ta173,"(n,a)",1,0.004806
Ta173,"(n,p)",1,0.02493
Ta173,"(n,3n)",1,0.0
Ta173,"(n,gamma)",1,41.8
Ta173,"(n,4n)",1,0.0
Ta173,"(n,t)",1,0.0
Ta173,fission,1,0.0
Ta174,"(n,2n)",1,0.0
Ta174,"(n,d)",1,0.0
Ta174,"(n,a)",1,0.02095
Ta174,"(n,p)",1,0.1697
Ta174,"(n,3n)",1,0.0
Ta174,"(n,gamma)",1,108.4
Ta174,"(n,4n)",1,0.0
Ta174,"(n,t)",1,0.0
Ta174,fission,1,0.0
Ta175,"(n,2n)",1,0.0
Ta175,"(n,d)",1,0.0
Ta175,"(n,a)",1,0.0004908
Ta175,"(n,p)",1,0.0001656
Ta175,"(n,3n)",1,0.0
Ta175,"(n,gamma)",1,234.5
Ta175,"(n,4n)",1,0.0
Ta175,"(n,t)",1,0.0
Ta175,fission,1,0.0
Ta176,"(n,2n)",1,0.0
Ta176,"(n,d)",1,0.0
Ta176,"(n,a)",1,0.006966
Ta176,"(n,p)",1,0.02036
Ta176,"(n,3n)",1,0.0
Ta176,"(n,gamma)",1,31.11
Ta176,"(n,4n)",1,0.0
Ta176,"(n,t)",1,0.0
Ta176,fission,1,0.0
Ta177,"(n,2n)",1,0.0
Ta177,"(n,d)",1,0.0
Ta177,"(n,a)",1,8.442e-05
Ta177,"(n,p)",1,2.914e-08
Ta177,"(n,3n)",1,0.0
Ta177,"(n,gamma)",1,2.842
Ta177,"(n,4n)",1,0.0
Ta177,"(n,t)",1,0.0
Ta177,fission,1,0.0
Ta178,"(n,2n)",1,0.0
Ta178,"(n,d)",1,0.0
Ta178,"(n,a)",1,0.0002727
Ta178,"(n,p)",1,5.809e-08
Ta178,"(n,3n)",1,0.0
Ta178,"(n,gamma)",1,11.51
Ta178,"(n,4n)",1,0.0
Ta178,"(n,t)",1,0.0
Ta178,fission,1,0.0
Ta179,"(n,2n)",1,0.0
Ta179,"(n,d)",1,0.0
Ta179,"(n,a)",1,5.353e-07
Ta179,"(n,p)",1,0.0
Ta179,"(n,3n)",1,0.0
Ta179,"(n,gamma)",1,238.6
Ta179,"(n,4n)",1,0.0
Ta179,"(n,t)",1,0.0
Ta179,fission,1,0.0
Ta180,"(n,2n)",1,0.0
Ta180,"(n,d)",1,0.0
Ta180,"(n,a)",1,2.011e-05
Ta180,"(n,p)",1,4.611e-10
Ta180,"(n,3n)",1,0.0
Ta180,"(n,gamma)",1,2994.0
Ta180,"(n,4n)",1,0.0
Ta180,"(n,t)",1,0.0
Ta180,fission,1,0.0
Ta181,"(n,2n)",1,0.0
Ta181,"(n,d)",1,0.0
Ta181,"(n,a)",1,3.288e-06
Ta181,"(n,p)",1,0.0
Ta181,"(n,3n)",1,0.0
Ta181,"(n,gamma)",1,131.0
Ta181,"(n,4n)",1,0.0
Ta181,"(n,t)",1,0.0
Ta181,fission,1,0.0
Ta182,"(n,2n)",1,0.0
Ta182,"(n,d)",1,0.0
Ta182,"(n,a)",1,5.12e-06
Ta182,"(n,p)",1,0.0
Ta182,"(n,3n)",1,0.0
Ta182,"(n,gamma)",1,1047.0
Ta182,"(n,4n)",1,0.0
Ta182,"(n,t)",1,0.0
Ta182,fission,1,0.0
Ta183,"(n,2n)",1,0.0
Ta183,"(n,d)",1,0.0
Ta183,"(n,a)",1,7.313e-10
Ta183,"(n,p)",1,0.0
Ta183,"(n,3n)",1,0.0
Ta183,"(n,gamma)",1,281.9
Ta183,"(n,4n)",1,0.0
Ta183,"(n,t)",1,0.0
Ta183,fission,1,0.0
Ta184,"(n,2n)",1,0.0
Ta184,"(n,d)",1,0.0
Ta184,"(n,a)",1,1.378e-08
Ta184,"(n,p)",1,0.0
Ta184,"(n,3n)",1,0.0
Ta184,"(n,gamma)",1,14.92
Ta184,"(n,4n)",1,0.0
Ta184,"(n,t)",1,0.0
Ta184,fission,1,0.0
Ta185,"(n,2n)",1,0.0
Ta185,"(n,d)",1,0.0
Ta185,"(n,a)",1,0.0
Ta185,"(n,p)",1,0.0
Ta185,"(n,3n)",1,0.0
Ta185,"(n,gamma)",1,10.16
Ta185,"(n,4n)",1,0.0
Ta185,"(n,t)",1,0.0
Ta185,fission,1,0.0
Ta186,"(n,2n)",1,0.0
Ta186,"(n,d)",1,0.0
Ta186,"(n,a)",1,2.454e-11
Ta186,"(n,p)",1,0.0
Ta186,"(n,3n)",1,0.0
Ta186,"(n,gamma)",1,271.0
Ta186,"(n,4n)",1,0.0
Ta186,"(n,t)",1,0.0
Ta186,fission,1,0.0
Ta187,"(n,2n)",1,0.0
Ta187,"(n,d)",1,0.0
Ta187,"(n,a)",1,0.0
Ta187,"(n,p)",1,0.0
Ta187,"(n,3n)",1,0.0
Ta187,"(n,gamma)",1,27.53
Ta187,"(n,4n)",1,0.0
Ta187,"(n,t)",1,0.0
Ta187,fission,1,0.0
Ta188,"(n,2n)",1,0.0
Ta188,"(n,d)",1,0.0
Ta188,"(n,a)",1,0.0
Ta188,"(n,p)",1,0.0
Ta188,"(n,3n)",1,0.0
Ta188,"(n,gamma)",1,281.6
Ta188,"(n,4n)",1,0.0
Ta188,"(n,t)",1,0.0
Ta188,fission,1,0.0
Ta189,"(n,2n)",1,0.0
Ta189,"(n,d)",1,0.0
Ta189,"(n,a)",1,0.0
Ta189,"(n,p)",1,0.0
Ta189,"(n,3n)",1,0.0
Ta189,"(n,gamma)",1,8.724
Ta189,"(n,4n)",1,0.0
Ta189,"(n,t)",1,0.0
Ta189,fission,1,0.0
Ta190,"(n,2n)",1,0.0
Ta190,"(n,d)",1,0.0
Ta190,"(n,a)",1,0.0
Ta190,"(n,p)",1,0.0
Ta190,"(n,3n)",1,0.0
Ta190,"(n,gamma)",1,10.77
Ta190,"(n,4n)",1,0.0
Ta190,"(n,t)",1,0.0
Ta190,fission,1,0.0
Ta191,"(n,2n)",1,0.0
Ta191,"(n,d)",1,0.0
Ta191,"(n,a)",1,0.0
Ta191,"(n,p)",1,0.0
Ta191,"(n,3n)",1,0.0
Ta191,"(n,gamma)",1,8.2
Ta191,"(n,4n)",1,0.0
Ta191,"(n,t)",1,0.0
Ta191,fission,1,0.0
Ta192,"(n,2n)",1,0.0
Ta192,"(n,d)",1,0.0
Ta192,"(n,a)",1,0.0
Ta192,"(n,p)",1,0.0
Ta192,"(n,3n)",1,0.0
Ta192,"(n,gamma)",1,8.2
Ta192,"(n,4n)",1,0.0
Ta192,"(n,t)",1,0.0
Ta192,fission,1,0.0
Tb139,"(n,2n)",1,0.0
Tb139,"(n,d)",1,7.416e-10
Tb139,"(n,a)",1,0.6604
Tb139,"(n,p)",1,2077.0
Tb139,"(n,3n)",1,0.0
Tb139,"(n,gamma)",1,45.37
Tb139,"(n,4n)",1,0.0
Tb139,"(n,t)",1,0.0
Tb139,fission,1,0.0
Tb140,"(n,2n)",1,0.0
Tb140,"(n,d)",1,3.206e-12
Tb140,"(n,a)",1,1.129
Tb140,"(n,p)",1,5571.0
Tb140,"(n,3n)",1,0.0
Tb140,"(n,gamma)",1,63.18
Tb140,"(n,4n)",1,0.0
Tb140,"(n,t)",1,0.0
Tb140,fission,1,0.0
Tb141,"(n,2n)",1,0.0
Tb141,"(n,d)",1,3.134e-11
Tb141,"(n,a)",1,1.182
Tb141,"(n,p)",1,2650.0
Tb141,"(n,3n)",1,0.0
Tb141,"(n,gamma)",1,22.97
Tb141,"(n,4n)",1,0.0
Tb141,"(n,t)",1,0.0
Tb141,fission,1,0.0
Tb143,"(n,2n)",1,0.0
Tb143,"(n,d)",1,0.0
Tb143,"(n,a)",1,0.2393
Tb143,"(n,p)",1,336.2
Tb143,"(n,3n)",1,0.0
Tb143,"(n,gamma)",1,42.72
Tb143,"(n,4n)",1,0.0
Tb143,"(n,t)",1,0.0
Tb143,fission,1,0.0
Tb144,"(n,2n)",1,0.0
Tb144,"(n,d)",1,0.0
Tb144,"(n,a)",1,1.037
Tb144,"(n,p)",1,1858.0
Tb144,"(n,3n)",1,0.0
Tb144,"(n,gamma)",1,66.78
Tb144,"(n,4n)",1,0.0
Tb144,"(n,t)",1,0.0
Tb144,fission,1,0.0
Tb145,"(n,2n)",1,0.0
Tb145,"(n,d)",1,0.0
Tb145,"(n,a)",1,0.008502
Tb145,"(n,p)",1,161.2
Tb145,"(n,3n)",1,0.0
Tb145,"(n,gamma)",1,16.74
Tb145,"(n,4n)",1,0.0
Tb145,"(n,t)",1,0.0
Tb145,fission,1,0.0
Tb146,"(n,2n)",1,0.0
Tb146,"(n,d)",1,0.0
Tb146,"(n,a)",1,0.3781
Tb146,"(n,p)",1,792.8
Tb146,"(n,3n)",1,0.0
Tb146,"(n,gamma)",1,51.3
Tb146,"(n,4n)",1,0.0
Tb146,"(n,t)",1,0.0
Tb146,fission,1,0.0
Tb147,"(n,2n)",1,0.0
Tb147,"(n,d)",1,0.0
Tb147,"(n,a)",1,0.02063
Tb147,"(n,p)",1,4.771
Tb147,"(n,3n)",1,0.0
Tb147,"(n,gamma)",1,0.08811
Tb147,"(n,4n)",1,0.0
Tb147,"(n,t)",1,0.0
Tb147,fission,1,0.0
Tb148,"(n,2n)",1,0.0
Tb148,"(n,d)",1,0.0
Tb148,"(n,a)",1,20.26
Tb148,"(n,p)",1,167.1
Tb148,"(n,3n)",1,0.0
Tb148,"(n,gamma)",1,0.8979
Tb148,"(n,4n)",1,0.0
Tb148,"(n,t)",1,0.0
Tb148,fission,1,0.0
Tb149,"(n,2n)",1,0.0
Tb149,"(n,d)",1,0.0
Tb149,"(n,a)",1,0.4533
Tb149,"(n,p)",1,4.286
Tb149,"(n,3n)",1,0.0
Tb149,"(n,gamma)",1,234.6
Tb149,"(n,4n)",1,0.0
Tb149,"(n,t)",1,0.0
Tb149,fission,1,0.0
Tb150,"(n,2n)",1,0.0
Tb150,"(n,d)",1,0.0
Tb150,"(n,a)",1,3.597
Tb150,"(n,p)",1,29.33
Tb150,"(n,3n)",1,0.0
Tb150,"(n,gamma)",1,49.34
Tb150,"(n,4n)",1,0.0
Tb150,"(n,t)",1,0.0
Tb150,fission,1,0.0
Tb151,"(n,2n)",1,0.0
Tb151,"(n,d)",1,0.0
Tb151,"(n,a)",1,0.006741
Tb151,"(n,p)",1,0.07934
Tb151,"(n,3n)",1,0.0
Tb151,"(n,gamma)",1,75.3
Tb151,"(n,4n)",1,0.0
Tb151,"(n,t)",1,0.0
Tb151,fission,1,0.0
Tb152,"(n,2n)",1,0.0
Tb152,"(n,d)",1,0.0
Tb152,"(n,a)",1,0.4997
Tb152,"(n,p)",1,5.041
Tb152,"(n,3n)",1,0.0
Tb152,"(n,gamma)",1,25.42
Tb152,"(n,4n)",1,0.0
Tb152,"(n,t)",1,0.0
Tb152,fission,1,0.0
Tb153,"(n,2n)",1,0.0
Tb153,"(n,d)",1,0.0
Tb153,"(n,a)",1,0.0004158
Tb153,"(n,p)",1,0.0007419
Tb153,"(n,3n)",1,0.0
Tb153,"(n,gamma)",1,72.76
Tb153,"(n,4n)",1,0.0
Tb153,"(n,t)",1,0.0
Tb153,fission,1,0.0
Tb154,"(n,2n)",1,0.0
Tb154,"(n,d)",1,0.0
Tb154,"(n,a)",1,0.01059
Tb154,"(n,p)",1,0.6121
Tb154,"(n,3n)",1,0.0
Tb154,"(n,gamma)",1,71.15
Tb154,"(n,4n)",1,0.0
Tb154,"(n,t)",1,0.0
Tb154,fission,1,0.0
Tb155,"(n,2n)",1,0.0
Tb155,"(n,d)",1,0.0
Tb155,"(n,a)",1,6.751e-07
Tb155,"(n,p)",1,1.02e-07
Tb155,"(n,3n)",1,0.0
Tb155,"(n,gamma)",1,1.147
Tb155,"(n,4n)",1,0.0
Tb155,"(n,t)",1,0.0
Tb155,fission,1,0.0
Tb156,"(n,2n)",1,0.0
Tb156,"(n,d)",1,0.0
Tb156,"(n,a)",1,0.000893
Tb156,"(n,p)",1,0.01232
Tb156,"(n,3n)",1,0.0
Tb156,"(n,gamma)",1,47.32
Tb156,"(n,4n)",1,0.0
Tb156,"(n,t)",1,0.0
Tb156,fission,1,0.0
Tb157,"(n,2n)",1,0.0
Tb157,"(n,d)",1,0.0
Tb157,"(n,a)",1,2.001e-07
Tb157,"(n,p)",1,0.0
Tb157,"(n,3n)",1,0.0
Tb157,"(n,gamma)",1,24.17
Tb157,"(n,4n)",1,0.0
Tb157,"(n,t)",1,0.0
Tb157,fission,1,0.0
Tb158,"(n,2n)",1,0.0
Tb158,"(n,d)",1,0.0
Tb158,"(n,a)",1,4.061e-05
Tb158,"(n,p)",1,2.714e-06
Tb158,"(n,3n)",1,0.0
Tb158,"(n,gamma)",1,44.43
Tb158,"(n,4n)",1,0.0
Tb158,"(n,t)",1,0.0
Tb158,fission,1,0.0
Tb159,"(n,2n)",1,0.0
Tb159,"(n,d)",1,0.0
Tb159,"(n,a)",1,6.431e-10
Tb159,"(n,p)",1,0.0
Tb159,"(n,3n)",1,0.0
Tb159,"(n,gamma)",1,23.35
Tb159,"(n,4n)",1,0.0
Tb159,"(n,t)",1,0.0
Tb159,fission,1,0.0
Tb160,"(n,2n)",1,0.0
Tb160,"(n,d)",1,0.0
