V,Cr,Ti,W,Zr,x_V,x_Cr,x_Ti,x_W,x_Zr,phase_count,dominant_phase,single_phase,phases,iter
0.951,0.008,0.023,0.005,0.013000000000000001,0.951,0.008,0.023,0.005,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9861690079452622, ""C15_LAVES#1"": 0.007719905422821128, ""FCC_L12#1"": 0.0006477143413445982, ""HCP_A3#1"": 0.00315611279380892, ""HCP_A3#2"": 0.0023072594967632793}",24
0.952,0.009000000000000001,0.014,0.008,0.017,0.952,0.009000000000000001,0.014,0.008,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9729316554702615, ""C15_LAVES#1"": 0.020933709839278742, ""FCC_L12#1"": 0.0006547314935085173, ""HCP_A3#1"": 0.003163903949338025, ""HCP_A3#2"": 0.0023159992476131925}",24
0.838,0.10400000000000001,0.026000000000000002,0.016,0.016,0.838,0.10400000000000001,0.026000000000000002,0.016,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9585303233147683, ""C15_LAVES#1"": 0.03771454479306705, ""FCC_L12#1"": 0.0006382044128656425, ""HCP_A3#2"": 0.0023660379502731628, ""ZRO2_MONO#1"": 0.0007508895290255998}",24
0.94,0.008,0.036000000000000004,0.004,0.012,0.94,0.008,0.036000000000000004,0.004,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9902920559458871, ""C15_LAVES#1"": 0.0035978922100996795, ""FCC_L12#1"": 0.0006451230908068999, ""HCP_A3#1"": 0.003160417302442125, ""HCP_A3#2"": 0.0023045114507644305}",24
0.8069999999999999,0.017,0.116,0.054,0.006,0.8069999999999999,0.017,0.116,0.054,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945213469783125, ""FCC_L12#1"": 0.0006980603162088836, ""HCP_A3#1"": 0.0027895982328931266, ""HCP_A3#2"": 0.0019909944725854463}",24
0.849,0.092,0.019,0.016,0.024,0.849,0.092,0.019,0.016,0.024,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.93749553894807, ""C15_LAVES#1"": 0.057637169032352234, ""FCC_L12#1"": 0.0006448577635610233, ""HCP_A3#1"": 0.002450866971276263, ""HCP_A3#2"": 0.0017715672847399438}",24
0.973,0.007,0.008,0.004,0.008,0.973,0.007,0.008,0.004,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944922119002125, ""FCC_L12#1"": 0.000637670636892508, ""HCP_A3#1"": 0.0020482410027486317, ""HCP_A3#2"": 0.0028218764601464687}",24
0.957,0.008,0.006,0.011,0.018000000000000002,0.957,0.008,0.006,0.011,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9696410156252733, ""C15_LAVES#1"": 0.024145115195795378, ""FCC_L12#1"": 0.0006607932337781766, ""HCP_A3#2"": 0.0032029553290576934, ""HCP_A3#3"": 0.0023501206160956014}",24
0.957,0.022,0.005,0.006,0.01,0.957,0.022,0.005,0.006,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9881043128962829, ""C15_LAVES#1"": 0.006388821955024227, ""FCC_L12#1"": 0.0006416041894555418, ""HCP_A3#1"": 0.002047541210819602, ""HCP_A3#2"": 0.0028177197484179203}",24
0.964,0.005,0.012,0.014,0.005,0.964,0.005,0.012,0.014,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951565649414698, ""FCC_L12#1"": 0.0006354342588306741, ""HCP_A3#1"": 0.0017466686738924597, ""HCP_A3#2"": 0.0024613321258074353}",24
0.971,0.007,0.006,0.004,0.012,0.971,0.007,0.006,0.004,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9884268462223175, ""C15_LAVES#1"": 0.005470791077029738, ""FCC_L12#1"": 0.0006464420687184628, ""HCP_A3#1"": 0.0031466510102876187, ""HCP_A3#2"": 0.0023092696216466878}",24
0.833,0.018000000000000002,0.124,0.015,0.01,0.833,0.018000000000000002,0.124,0.015,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943217123168939, ""FCC_L12#1"": 0.0006516117384978698, ""HCP_A3#1"": 0.0029363479339355445, ""HCP_A3#2"": 0.0020903280106727316}",24
0.826,0.004,0.026000000000000002,0.139,0.005,0.826,0.004,0.026000000000000002,0.139,0.005,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9939559503310758, ""FCC_L12#1"": 0.0008265620303046883, ""HCP_A3#1"": 0.0020060944472294357, ""HCP_A3#2"": 0.003103414154186742, ""ZRO2_MONO#1"": 0.00010797903720347579}",24
0.962,0.005,0.006,0.022,0.005,0.962,0.005,0.006,0.022,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950488399917164, ""FCC_L12#1"": 0.0006482183330519459, ""HCP_A3#1"": 0.0017972833746957152, ""HCP_A3#2"": 0.0025056583005357734}",24
0.808,0.093,0.078,0.015,0.006,0.808,0.093,0.078,0.015,0.006,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9871228254641763, ""C15_LAVES#1"": 0.008353539812195256, ""FCC_L12#1"": 0.0006275771260359613, ""HCP_A3#1"": 0.0015612768331482788, ""HCP_A3#2"": 0.002334780764444293}",24
0.982,0.004,0.004,0.005,0.005,0.982,0.004,0.004,0.005,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952661295870164, ""FCC_L12#1"": 0.0006220857367770418, ""HCP_A3#1"": 0.002416135759138978, ""HCP_A3#2"": 0.001695648917067648}",24
0.965,0.006,0.005,0.018000000000000002,0.006,0.965,0.006,0.005,0.018000000000000002,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948034691344602, ""FCC_L12#1"": 0.0006499673442805181, ""HCP_A3#1"": 0.0019069268790817418, ""HCP_A3#2"": 0.0026396366421777696}",24
0.976,0.008,0.007,0.004,0.005,0.976,0.008,0.007,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952829056907797, ""FCC_L12#1"": 0.0006202547415052234, ""HCP_A3#1"": 0.00168907045868832, ""HCP_A3#2"": 0.002407769109026693}",24
0.8200000000000001,0.031,0.049,0.075,0.025,0.8200000000000001,0.031,0.049,0.075,0.025,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9393658813369707, ""C15_LAVES#1"": 0.05444039273975631, ""FCC_L12#1"": 0.0007532785604281014, ""HCP_A3#1"": 0.002280982720454997, ""HCP_A3#2"": 0.0031594646423900776}",24
0.951,0.017,0.006,0.02,0.006,0.951,0.017,0.006,0.02,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947879055561605, ""FCC_L12#1"": 0.0006529256896042304, ""HCP_A3#1"": 0.0019139314572252123, ""HCP_A3#2"": 0.0026452372970100667}",24
0.974,0.005,0.004,0.01,0.007,0.974,0.005,0.004,0.01,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946431896834961, ""FCC_L12#1"": 0.000643173063422218, ""HCP_A3#1"": 0.002733735049397175, ""HCP_A3#2"": 0.0019799022036847513}",24
0.95,0.029,0.01,0.006,0.005,0.95,0.029,0.01,0.006,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952536311880285, ""FCC_L12#1"": 0.0006227777451233149, ""HCP_A3#1"": 0.002407431843393582, ""HCP_A3#2"": 0.0017161592234544477}",24
0.953,0.016,0.008,0.014,0.009000000000000001,0.953,0.016,0.008,0.014,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9923973013399497, ""C15_LAVES#1"": 0.0018521229388499137, ""FCC_L12#1"": 0.0006559936740263467, ""HCP_A3#1"": 0.002146319868774153, ""HCP_A3#2"": 0.0029482621783998757}",24
0.941,0.004,0.034,0.015,0.006,0.941,0.004,0.034,0.015,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948919982107569, ""FCC_L12#1"": 0.0006428508952317328, ""HCP_A3#1"": 0.0018622801712339099, ""HCP_A3#2"": 0.0026028707227775654}",24
0.935,0.007,0.026000000000000002,0.027,0.005,0.935,0.007,0.026000000000000002,0.027,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950106404628252, ""FCC_L12#1"": 0.000654561880745778, ""HCP_A3#1"": 0.0018084601696364952, ""HCP_A3#2"": 0.002526337486792923}",24
0.971,0.005,0.006,0.005,0.013000000000000001,0.971,0.005,0.006,0.005,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9865109431293851, ""C15_LAVES#1"": 0.007238241072887152, ""FCC_L12#1"": 0.0006495706235399851, ""HCP_A3#1"": 0.0032267655332146672, ""HCP_A3#2"": 0.0023744796409729168}",24
0.804,0.058,0.029,0.096,0.013000000000000001,0.804,0.058,0.029,0.096,0.013000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9674869056168663, ""C15_LAVES#1"": 0.028014170353318005, ""FCC_L12#1"": 0.000763028151412323, ""HCP_A3#2"": 0.0028355765888464775, ""ZRO2_MONO#1"": 0.0009003192895568426}",24
0.948,0.016,0.02,0.01,0.006,0.948,0.016,0.02,0.01,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949421011744258, ""FCC_L12#1"": 0.0006357827255715107, ""HCP_A3#1"": 0.002573307942298479, ""HCP_A3#2"": 0.0018488081577041251}",24
0.977,0.005,0.008,0.004,0.006,0.977,0.005,0.008,0.004,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949954557409162, ""FCC_L12#1"": 0.0006273629715642718, ""HCP_A3#1"": 0.0018266710111715819, ""HCP_A3#2"": 0.0025505102763480614}",24
0.8200000000000001,0.077,0.041,0.056,0.006,0.8200000000000001,0.077,0.041,0.056,0.006,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9880220336196021, ""C15_LAVES#1"": 0.00792093308536749, ""FCC_L12#1"": 0.0006927270963994963, ""HCP_A3#2"": 0.0025427021820111193, ""ZRO2_MONO#1"": 0.0008216040166197443}",24
0.958,0.016,0.005,0.007,0.014,0.958,0.016,0.005,0.007,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9783689763022272, ""C15_LAVES#1"": 0.015863481475543957, ""FCC_L12#1"": 0.0006484433964119596, ""HCP_A3#1"": 0.0021585275405119697, ""HCP_A3#2"": 0.002960571285304981}",24
0.958,0.005,0.01,0.006,0.021,0.958,0.005,0.01,0.006,0.021,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9629412601321778, ""C15_LAVES#1"": 0.030681572317090688, ""FCC_L12#1"": 0.0006555446502764889, ""HCP_A3#1"": 0.0024263894256011586, ""HCP_A3#2"": 0.0032952334748536666}",24
0.951,0.026000000000000002,0.01,0.008,0.005,0.951,0.026000000000000002,0.01,0.008,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952284091810266, ""FCC_L12#1"": 0.0006259263072543401, ""HCP_A3#1"": 0.002419622452372483, ""HCP_A3#2"": 0.0017260420593465452}",24
0.943,0.008,0.019,0.026000000000000002,0.004,0.943,0.008,0.019,0.026000000000000002,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9956693991610336, ""FCC_L12#1"": 0.0006488492936790093, ""HCP_A3#1"": 0.0008875409250258913, ""HCP_A3#2"": 0.0024330302664912927, ""ZRO2_MONO#1"": 0.00036118035377015104}",24
0.8470000000000001,0.07700000000000001,0.06300000000000001,0.008000000000000002,0.005000000000000001,0.8470000000000001,0.07700000000000001,0.06300000000000001,0.008000000000000002,0.005000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948596225462277, ""C15_LAVES#1"": 0.00048023188707605846, ""FCC_L12#1"": 0.000619901893348364, ""HCP_A3#2"": 0.0023616282289134313, ""HCP_A3#3"": 0.0016786154444346374}",24
0.966,0.004,0.021,0.004,0.005,0.966,0.004,0.021,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9953122737001744, ""FCC_L12#1"": 0.0006194028039580184, ""HCP_A3#1"": 0.0016620691846918857, ""HCP_A3#2"": 0.002406254311175795}",24
0.94,0.004,0.024,0.022,0.01,0.94,0.004,0.024,0.022,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.99370980689242, ""FCC_L12#1"": 0.0006735555572184037, ""HCP_A3#1"": 0.003245440674033109, ""HCP_A3#2"": 0.0023711968763286823}",24
0.974,0.009000000000000001,0.004,0.009000000000000001,0.004,0.974,0.009000000000000001,0.004,0.009000000000000001,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957772678448262, ""FCC_L12#1"": 0.0006223607618913728, ""HCP_A3#1"": 0.001029961917091802, ""HCP_A3#2"": 0.002328313072464605, ""ZRO2_MONO#1"": 0.0002420964037256541}",24
0.969,0.013000000000000001,0.007,0.007,0.004,0.969,0.013000000000000001,0.007,0.007,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.995805493152014, ""FCC_L12#1"": 0.0006191475638862389, ""HCP_A3#1"": 0.0023175767877548136, ""HCP_A3#2"": 0.0010140718660685375, ""ZRO2_MONO#1"": 0.000243710630276349}",24
0.951,0.024,0.013000000000000001,0.005,0.007,0.951,0.024,0.013000000000000001,0.005,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947565962893193, ""FCC_L12#1"": 0.0006339385368010689, ""HCP_A3#1"": 0.0026752130322861573, ""HCP_A3#2"": 0.0019342521415938218}",24
0.954,0.008,0.005,0.015,0.018000000000000002,0.954,0.008,0.005,0.015,0.018000000000000002,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9692388495620123, ""C15_LAVES#1"": 0.024506026999972334, ""FCC_L12#1"": 0.0006672605007177929, ""HCP_A3#1"": 0.0032230892776784546, ""HCP_A3#2"": 0.0023647736596189625}",24
0.973,0.004,0.014,0.005,0.004,0.973,0.004,0.014,0.005,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958376539453081, ""FCC_L12#1"": 0.0006155502300578113, ""HCP_A3#1"": 0.001040019534447924, ""HCP_A3#2"": 0.002307254201576547, ""ZRO2_MONO#1"": 0.0001995220886096667}",24
0.955,0.017,0.006,0.011,0.011,0.955,0.017,0.006,0.011,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9864294128523841, ""C15_LAVES#1"": 0.00784827656117472, ""FCC_L12#1"": 0.0006522657456980407, ""HCP_A3#1"": 0.0021363091240079323, ""HCP_A3#2"": 0.0029337357167351424}",24
0.95,0.01,0.021,0.007,0.012,0.95,0.01,0.021,0.007,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9876718345846215, ""C15_LAVES#1"": 0.006324623376487467, ""FCC_L12#1"": 0.0006494009143114734, ""HCP_A3#1"": 0.0022587403614360165, ""HCP_A3#2"": 0.003095400763143697}",24
0.975,0.005,0.008,0.008,0.004,0.975,0.005,0.008,0.008,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957930538806758, ""FCC_L12#1"": 0.000620555143140794, ""HCP_A3#1"": 0.0010384189512943896, ""HCP_A3#2"": 0.002323336417551522, ""ZRO2_MONO#1"": 0.00022463560733768534}",24
0.95,0.012,0.025,0.005,0.008,0.95,0.012,0.025,0.005,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945366644638817, ""FCC_L12#1"": 0.0006376632792808122, ""HCP_A3#1"": 0.0020251461722997403, ""HCP_A3#2"": 0.0028005260845377074}",24
0.948,0.014,0.012,0.014,0.012,0.948,0.014,0.012,0.014,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9846873530548005, ""C15_LAVES#1"": 0.009428463413178205, ""FCC_L12#1"": 0.0006588756989937095, ""HCP_A3#1"": 0.00220260924791556, ""HCP_A3#2"": 0.003022698585112046}",24
0.96,0.012,0.005,0.007,0.016,0.96,0.012,0.005,0.007,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9740557216506005, ""C15_LAVES#1"": 0.019992009055775667, ""FCC_L12#1"": 0.0006514507802790647, ""HCP_A3#2"": 0.0022388857866434755, ""HCP_A3#3"": 0.003061932726701228}",24
0.969,0.011,0.005,0.006,0.009000000000000001,0.969,0.011,0.005,0.006,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9942014370133371, ""FCC_L12#1"": 0.0006450980135660263, ""HCP_A3#1"": 0.002174221282876944, ""HCP_A3#2"": 0.0029792436902197753}",24
0.97,0.007,0.008,0.004,0.011,0.97,0.007,0.008,0.004,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9915169634285189, ""C15_LAVES#1"": 0.0023915008455292117, ""FCC_L12#1"": 0.0006457967521638115, ""HCP_A3#1"": 0.0031415198083388535, ""HCP_A3#2"": 0.002304219165449289}",24
0.944,0.009000000000000001,0.03,0.009000000000000001,0.008,0.944,0.009000000000000001,0.03,0.009000000000000001,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944845931978521, ""FCC_L12#1"": 0.0006438611702332614, ""HCP_A3#1"": 0.0020438502307594236, ""HCP_A3#2"": 0.0028276954011554885}",24
0.827,0.024,0.008,0.122,0.019,0.827,0.024,0.008,0.122,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9558245710566698, ""C15_LAVES#1"": 0.03752270861019792, ""FCC_L12#1"": 0.0008251328988081208, ""HCP_A3#1"": 0.00245132138552152, ""HCP_A3#2"": 0.0033762660488032207}",24
0.946,0.017,0.012,0.02,0.005,0.946,0.017,0.012,0.02,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950818575216123, ""FCC_L12#1"": 0.0006445266035637833, ""HCP_A3#1"": 0.0017857154593346248, ""HCP_A3#2"": 0.002487900415489264}",24
0.974,0.005,0.005,0.008,0.008,0.974,0.005,0.005,0.008,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944180741893351, ""FCC_L12#1"": 0.0006445748773340844, ""HCP_A3#1"": 0.002859201685451998, ""HCP_A3#2"": 0.002078149247878975}",24
0.947,0.021,0.006,0.018000000000000002,0.008,0.947,0.021,0.006,0.018000000000000002,0.008,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9932622663062396, ""C15_LAVES#1"": 0.0011275735881835383, ""FCC_L12#1"": 0.0006591962319274858, ""HCP_A3#1"": 0.0020837332792169663, ""HCP_A3#2"": 0.0028672305944324105}",24
0.957,0.007,0.01,0.004,0.022,0.957,0.007,0.01,0.004,0.022,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9591555323796855, ""C15_LAVES#1"": 0.034591457241336984, ""FCC_L12#1"": 0.0006520785964407212, ""HCP_A3#1"": 0.0023722704045798532, ""HCP_A3#2"": 0.003228661377956856}",24
0.975,0.004,0.004,0.009000000000000001,0.008,0.975,0.004,0.004,0.009000000000000001,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943980454509316, ""FCC_L12#1"": 0.0006463301742728113, ""HCP_A3#2"": 0.0028693571660639594, ""HCP_A3#3"": 0.0020862672087319056}",24
0.961,0.01,0.017,0.008,0.004,0.961,0.01,0.017,0.008,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958199356380516, ""FCC_L12#1"": 0.0006203361479789156, ""HCP_A3#1"": 0.0009811394598061294, ""HCP_A3#2"": 0.0023262251260217784, ""ZRO2_MONO#1"": 0.0002523636281418767}",24
0.978,0.005,0.007,0.004,0.006,0.978,0.005,0.007,0.004,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949935101423347, ""FCC_L12#1"": 0.0006274444219147748, ""HCP_A3#1"": 0.0018278510900385325, ""HCP_A3#2"": 0.002551194345712118}",24
0.902,0.041,0.025,0.011,0.021,0.902,0.041,0.025,0.011,0.021,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9522231972562946, ""C15_LAVES#1"": 0.04244203838970884, ""FCC_L12#1"": 0.0006491740853780994, ""HCP_A3#1"": 0.0019649702742306104, ""HCP_A3#2"": 0.0027206199943880537}",24
0.966,0.007,0.008,0.015,0.004,0.966,0.007,0.008,0.015,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957331542146587, ""FCC_L12#1"": 0.0006317288925411031, ""HCP_A3#1"": 0.0009887070776940835, ""HCP_A3#2"": 0.0023647989790823503, ""ZRO2_MONO#1"": 0.00028161083602377924}",24
0.9450000000000001,0.012,0.031,0.008,0.004,0.9450000000000001,0.012,0.031,0.008,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958621747385571, ""FCC_L12#1"": 0.0006198939094640279, ""HCP_A3#1"": 0.0009098413184349147, ""HCP_A3#2"": 0.002330483772007671, ""ZRO2_MONO#1"": 0.00027760626153638875}",24
0.946,0.011,0.027,0.006,0.01,0.946,0.011,0.027,0.006,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9934903352968337, ""C15_LAVES#1"": 0.0005945514525500032, ""FCC_L12#1"": 0.0006458356990928658, ""HCP_A3#1"": 0.002219905371366744, ""HCP_A3#2"": 0.0030493721801563905}",24
0.979,0.004,0.005,0.006,0.006,0.979,0.004,0.005,0.006,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949616580411037, ""FCC_L12#1"": 0.0006308195412269736, ""HCP_A3#1"": 0.0018418136088969664, ""HCP_A3#2"": 0.0025657088087724677}",24
0.97,0.006,0.011,0.008,0.005,0.97,0.006,0.011,0.008,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952350662072376, ""FCC_L12#1"": 0.0006262045855035352, ""HCP_A3#1"": 0.0017096893572840618, ""HCP_A3#2"": 0.0024290398499748}",24
0.95,0.01,0.013000000000000001,0.013000000000000001,0.014,0.95,0.01,0.013000000000000001,0.013000000000000001,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9807383752347065, ""C15_LAVES#1"": 0.013174243015118922, ""FCC_L12#1"": 0.0006604898700094446, ""HCP_A3#1"": 0.002291625882960058, ""HCP_A3#2"": 0.00313526599720534}",24
0.949,0.006,0.02,0.009000000000000001,0.016,0.949,0.006,0.02,0.009000000000000001,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9778157138801625, ""C15_LAVES#1"": 0.015867257956358304, ""FCC_L12#1"": 0.0006569599194562428, ""HCP_A3#1"": 0.0032651425928801017, ""HCP_A3#2"": 0.0023949256511429156}",24
0.961,0.005,0.006,0.004,0.024,0.961,0.005,0.006,0.004,0.024,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.953844655427628, ""C15_LAVES#1"": 0.03978275514974618, ""FCC_L12#1"": 0.0006540122589088954, ""HCP_A3#2"": 0.0032918675857047854, ""HCP_A3#3"": 0.0024267095780121225}",24
0.959,0.006,0.006,0.005,0.024,0.959,0.006,0.006,0.005,0.024,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9532864426487961, ""C15_LAVES#1"": 0.04038451457403568, ""FCC_L12#1"": 0.0006552760983733816, ""HCP_A3#2"": 0.0032678178633170248, ""HCP_A3#3"": 0.002405948815477579}",24
0.961,0.005,0.005,0.004,0.025,0.961,0.005,0.005,0.004,0.025,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9507797482515149, ""C15_LAVES#1"": 0.04284071615875908, ""FCC_L12#1"": 0.0006545744288423771, ""HCP_A3#2"": 0.003295140559099349, ""HCP_A3#3"": 0.00242982060178432}",24
0.834,0.111,0.025,0.005,0.025,0.834,0.111,0.025,0.005,0.025,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9319853952695101, ""C15_LAVES#1"": 0.06430429528922754, ""FCC_L12#1"": 0.0006273643778714119, ""HCP_A3#2"": 0.0023506136656227875, ""ZRO2_MONO#1"": 0.0007323313977682124}",24
0.868,0.06,0.016,0.026000000000000002,0.03,0.868,0.06,0.016,0.026000000000000002,0.03,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9222599416723665, ""C15_LAVES#1"": 0.07241076472922948, ""FCC_L12#1"": 0.0006727957089645539, ""HCP_A3#1"": 0.002701165290041419, ""HCP_A3#2"": 0.001955332599397986}",24
0.827,0.004,0.014,0.109,0.046,0.827,0.004,0.014,0.109,0.046,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.8818931378140292, ""C15_LAVES#1"": 0.11028933589518787, ""FCC_L12#1"": 0.0008357075127287712, ""HCP_A3#1"": 0.004029430330552261, ""HCP_A3#2"": 0.0029523884475017716}",24
0.812,0.022,0.018000000000000002,0.101,0.047,0.812,0.022,0.018000000000000002,0.101,0.047,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.8753361881940167, ""C15_LAVES#1"": 0.11758681946502543, ""FCC_L12#1"": 0.0008156122968603762, ""HCP_A3#1"": 0.003625439506011086, ""HCP_A3#2"": 0.0026359405380863817}",24
0.825,0.023,0.012,0.092,0.048,0.825,0.023,0.012,0.092,0.048,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.8723938937214372, ""C15_LAVES#1"": 0.12064959024138568, ""FCC_L12#1"": 0.0008017376418754189, ""HCP_A3#1"": 0.0035623690595837838, ""HCP_A3#2"": 0.0025924093357180007}",24
0.831,0.043000000000000003,0.038,0.053,0.035,0.831,0.043000000000000003,0.038,0.053,0.035,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9090680576748748, ""C15_LAVES#1"": 0.08501442808025714, ""FCC_L12#1"": 0.0007226787471199668, ""HCP_A3#1"": 0.002179160699112427, ""HCP_A3#2"": 0.003015674798635932}",24
0.802,0.005,0.075,0.079,0.039,0.802,0.005,0.075,0.079,0.039,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9079298255532776, ""C15_LAVES#1"": 0.08429669580115472, ""FCC_L12#1"": 0.0007830939508049212, ""HCP_A3#1"": 0.002943901322243676, ""HCP_A3#2"": 0.004046483372519139}",24
0.86,0.005,0.047,0.052000000000000005,0.036000000000000004,0.86,0.005,0.047,0.052000000000000005,0.036000000000000004,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9168607508026048, ""C15_LAVES#1"": 0.07587662801079056, ""FCC_L12#1"": 0.0007379057621154045, ""HCP_A3#1"": 0.0027566810815246924, ""HCP_A3#2"": 0.003768034342964663}",24
0.8089999999999999,0.042,0.014,0.08700000000000001,0.048,0.8089999999999999,0.042,0.014,0.08700000000000001,0.048,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.8696523454136873, ""C15_LAVES#1"": 0.12388551252883725, ""FCC_L12#1"": 0.000786085166194285, ""HCP_A3#1"": 0.002386619310868386, ""HCP_A3#2"": 0.0032894375804131174}",24
0.8029999999999999,0.05,0.107,0.005,0.035,0.8029999999999999,0.05,0.107,0.005,0.035,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9134381330631449, ""C15_LAVES#1"": 0.08121910344955843, ""FCC_L12#1"": 0.0006435403172893123, ""HCP_A3#1"": 0.0027517285997769305, ""HCP_A3#2"": 0.0019474945702306716}",24
0.8220000000000001,0.031,0.02,0.082,0.045,0.8220000000000001,0.031,0.02,0.082,0.045,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.880355577867898, ""C15_LAVES#1"": 0.11302794565738433, ""FCC_L12#1"": 0.0007805854998969592, ""HCP_A3#1"": 0.002454236508760652, ""HCP_A3#2"": 0.0033816544660603513}",24
0.819,0.028,0.089,0.016,0.048,0.819,0.028,0.089,0.016,0.048,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.8793015928994095, ""C15_LAVES#1"": 0.1145040285929855, ""FCC_L12#1"": 0.0006779752058528707, ""HCP_A3#1"": 0.0032105468493744704, ""HCP_A3#2"": 0.002305856452377446}",24
