V,Cr,Ti,W,Zr,x_V,x_Cr,x_Ti,x_W,x_Zr,phase_count,dominant_phase,single_phase,phases,iter
0.9259999999999999,0.015,0.033,0.022,0.004,0.9259999999999999,0.015,0.033,0.022,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957446172268358, ""FCC_L12#1"": 0.0006421336646583037, ""HCP_A3#1"": 0.0008209238783982073, ""HCP_A3#2"": 0.0024141048532330227, ""ZRO2_MONO#1"": 0.0003782203768750696}",40
0.959,0.007,0.015,0.014,0.005,0.959,0.007,0.015,0.014,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951604254434706, ""FCC_L12#1"": 0.0006351913863015736, ""HCP_A3#1"": 0.001744902162154031, ""HCP_A3#2"": 0.0024594810080739273}",40
0.963,0.008,0.017,0.007,0.005,0.963,0.008,0.017,0.007,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952579595207011, ""FCC_L12#1"": 0.0006242071183182744, ""HCP_A3#1"": 0.00169691600973771, ""HCP_A3#2"": 0.002420917351243022}",40
0.9279999999999999,0.013000000000000001,0.042,0.013000000000000001,0.004,0.9279999999999999,0.013000000000000001,0.042,0.013000000000000001,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958478398516348, ""FCC_L12#1"": 0.0006274889793260399, ""HCP_A3#1"": 0.0008273182252623064, ""HCP_A3#2"": 0.002363433911827795, ""ZRO2_MONO#1"": 0.0003339190319490396}",40
0.952,0.009000000000000001,0.006,0.019,0.014,0.952,0.009000000000000001,0.006,0.019,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9802542054530515, ""C15_LAVES#1"": 0.013559125193126425, ""FCC_L12#1"": 0.0006707730532714049, ""HCP_A3#1"": 0.0023315369991755096, ""HCP_A3#2"": 0.003184359301375163}",40
0.914,0.006000000000000001,0.07100000000000002,0.004000000000000001,0.005000000000000001,0.914,0.006000000000000001,0.07100000000000002,0.004000000000000001,0.005000000000000001,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9954354697823836, ""FCC_L12#1"": 0.0006160863988718544, ""HCP_A3#1"": 0.00155532994930362, ""HCP_A3#2"": 0.002393113869441342}",40
0.978,0.004,0.008,0.004,0.006,0.978,0.004,0.008,0.004,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949950310914635, ""FCC_L12#1"": 0.000627379558771912, ""HCP_A3#1"": 0.0018264639939212985, ""HCP_A3#2"": 0.002551125355843514}",40
0.954,0.009000000000000001,0.013000000000000001,0.005,0.019,0.954,0.009000000000000001,0.013000000000000001,0.005,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9672401590803429, ""C15_LAVES#1"": 0.026630566735070086, ""FCC_L12#1"": 0.0006511065306912235, ""HCP_A3#1"": 0.0023161200689038133, ""HCP_A3#2"": 0.0031620475849919926}",40
0.9359999999999999,0.015,0.033,0.008,0.008,0.9359999999999999,0.015,0.033,0.008,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945194004250414, ""FCC_L12#1"": 0.0006418059069174725, ""HCP_A3#1"": 0.0020293452259162043, ""HCP_A3#2"": 0.0028094484421252227}",40
0.967,0.004,0.016,0.007,0.006,0.967,0.004,0.016,0.007,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949687782042732, ""FCC_L12#1"": 0.0006315243001501882, ""HCP_A3#1"": 0.0018351627389430298, ""HCP_A3#2"": 0.0025645347566333326}",40
0.804,0.156,0.02,0.015,0.005,0.804,0.156,0.02,0.015,0.005,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9896279645178344, ""C15_LAVES#1"": 0.00681011793772838, ""FCC_L12#1"": 0.0006216122314828101, ""HCP_A3#2"": 0.0021931057524600087, ""ZRO2_MONO#1"": 0.000747199560494204}",40
0.966,0.005,0.011,0.01,0.008,0.966,0.005,0.011,0.01,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.994405253054531, ""FCC_L12#1"": 0.0006473315784940361, ""HCP_A3#1"": 0.002081074489199378, ""HCP_A3#2"": 0.002866340877775426}",40
0.8029999999999999,0.149,0.014,0.029,0.005,0.8029999999999999,0.149,0.014,0.029,0.005,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9895960117570843, ""C15_LAVES#1"": 0.006731430535407421, ""FCC_L12#1"": 0.0006428240377640703, ""HCP_A3#2"": 0.002255892522757212, ""ZRO2_MONO#1"": 0.0007738411469869852}",40
0.935,0.01,0.01,0.04,0.005,0.935,0.01,0.01,0.04,0.005,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948469448074809, ""FCC_L12#1"": 0.000675681063645698, ""HCP_A3#1"": 0.0018795847955236707, ""HCP_A3#2"": 0.002597789333349782}",40
0.981,0.005,0.005,0.004,0.005,0.981,0.005,0.005,0.004,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952813207854875, ""FCC_L12#1"": 0.0006204532291873355, ""HCP_A3#1"": 0.0016882284095375193, ""HCP_A3#2"": 0.002409997575787538}",40
0.952,0.007,0.013000000000000001,0.012,0.016,0.952,0.007,0.013000000000000001,0.012,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9764380302160375, ""C15_LAVES#1"": 0.017292744001669937, ""FCC_L12#1"": 0.0006615186232132235, ""HCP_A3#1"": 0.003235170544773268, ""HCP_A3#2"": 0.002372536614306176}",40
0.9359999999999999,0.016,0.029,0.014,0.005,0.9359999999999999,0.016,0.029,0.014,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951789174646835, ""FCC_L12#1"": 0.0006340426798205441, ""HCP_A3#1"": 0.001736130711457701, ""HCP_A3#2"": 0.0024509091440380482}",40
0.951,0.005,0.014,0.013000000000000001,0.017,0.951,0.005,0.014,0.013000000000000001,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9745511055181524, ""C15_LAVES#1"": 0.019026695300101103, ""FCC_L12#1"": 0.0006646091608462413, ""HCP_A3#1"": 0.003318257348285957, ""HCP_A3#2"": 0.00243933267261427}",40
0.951,0.005,0.011,0.017,0.016,0.951,0.005,0.011,0.017,0.016,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9769259466008751, ""C15_LAVES#1"": 0.01663068840084076, ""FCC_L12#1"": 0.0006705939851221246, ""HCP_A3#1"": 0.003326954275478954, ""HCP_A3#2"": 0.0024458167376831576}",40
0.95,0.015,0.008,0.017,0.01,0.95,0.015,0.008,0.017,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9896358824403274, ""C15_LAVES#1"": 0.004529751902021863, ""FCC_L12#1"": 0.0006618927880336075, ""HCP_A3#1"": 0.0021799416694085368, ""HCP_A3#2"": 0.0029925312002080894}",40
0.94,0.006,0.034,0.006,0.014,0.94,0.006,0.034,0.006,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9852879274274757, ""C15_LAVES#1"": 0.00841886356091286, ""FCC_L12#1"": 0.0006505871627392609, ""HCP_A3#1"": 0.003258771735920844, ""HCP_A3#2"": 0.0023838501129514913}",40
0.804,0.045,0.028,0.095,0.028,0.804,0.045,0.028,0.095,0.028,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9274079557313032, ""C15_LAVES#1"": 0.06647673715572418, ""FCC_L12#1"": 0.0007796128494938199, ""HCP_A3#1"": 0.0022410988367710964, ""HCP_A3#2"": 0.0030945954267076596}",40
0.9279999999999999,0.007,0.031,0.026000000000000002,0.008,0.9279999999999999,0.007,0.031,0.026000000000000002,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9942220332683973, ""FCC_L12#1"": 0.000671883244627294, ""HCP_A3#1"": 0.0021449261832765646, ""HCP_A3#2"": 0.0029611573036988415}",40
0.969,0.01,0.006,0.011,0.004,0.969,0.01,0.006,0.011,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957654387623198, ""FCC_L12#1"": 0.0006254908102941854, ""HCP_A3#1"": 0.002340755459933823, ""HCP_A3#2"": 0.0010068721085437146, ""ZRO2_MONO#1"": 0.0002614428589085104}",40
0.979,0.005,0.005,0.004,0.007,0.979,0.005,0.005,0.004,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9947316684987909, ""FCC_L12#1"": 0.0006333097552450054, ""HCP_A3#1"": 0.002690441961603918, ""HCP_A3#2"": 0.0019445797843602778}",40
0.943,0.004,0.014,0.025,0.014,0.943,0.004,0.014,0.025,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9829865268963321, ""C15_LAVES#1"": 0.010426388962047721, ""FCC_L12#1"": 0.0006828613723906632, ""HCP_A3#1"": 0.003402634774949679, ""HCP_A3#2"": 0.00250158799427987}",40
0.9259999999999999,0.007,0.047,0.011,0.009000000000000001,0.9259999999999999,0.007,0.047,0.011,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9942673409840561, ""FCC_L12#1"": 0.0006495710058970779, ""HCP_A3#1"": 0.002132352399904839, ""HCP_A3#2"": 0.002950735610141855}",40
0.894,0.007,0.09,0.005,0.004,0.894,0.007,0.09,0.005,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.995688143917412, ""FCC_L12#1"": 0.0006156724175659844, ""HCP_A3#1"": 0.0009663725610874537, ""HCP_A3#2"": 0.0003617987412422341, ""HCP_A3#3"": 0.002368012362692593}",40
0.969,0.007,0.009000000000000001,0.004,0.011,0.969,0.007,0.009000000000000001,0.004,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9915945670745133, ""C15_LAVES#1"": 0.0023116035670077673, ""FCC_L12#1"": 0.0006457695104750619, ""HCP_A3#1"": 0.0031430873379415646, ""HCP_A3#2"": 0.0023049725100621047}",40
0.958,0.005,0.017,0.015,0.005,0.958,0.005,0.017,0.015,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951504786169063, ""FCC_L12#1"": 0.0006366408191407835, ""HCP_A3#1"": 0.0017475558862735934, ""HCP_A3#2"": 0.002465324677679378}",40
0.943,0.004,0.032,0.004,0.017,0.943,0.004,0.032,0.004,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9777135097608204, ""C15_LAVES#1"": 0.015830926811942706, ""FCC_L12#1"": 0.000649987104748764, ""HCP_A3#1"": 0.002458244008651287, ""HCP_A3#2"": 0.0033473323138365567}",40
0.923,0.014,0.044,0.015,0.004,0.923,0.014,0.044,0.015,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958362185606209, ""FCC_L12#1"": 0.0006306191625314131, ""HCP_A3#1"": 0.0008033150105172181, ""HCP_A3#2"": 0.002375968293219916, ""ZRO2_MONO#1"": 0.00035387897311070764}",40
0.969,0.008,0.011,0.007,0.005,0.969,0.008,0.011,0.007,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952478975263125, ""FCC_L12#1"": 0.000624617826749926, ""HCP_A3#1"": 0.0017048630847879022, ""HCP_A3#2"": 0.0024226215621497944}",40
0.9410000000000001,0.004,0.024,0.019,0.012,0.9410000000000001,0.004,0.024,0.019,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9903176165763562, ""C15_LAVES#1"": 0.003155083438497337, ""FCC_L12#1"": 0.0006717825934522496, ""HCP_A3#1"": 0.0033766130158978517, ""HCP_A3#2"": 0.0024789043757961976}",40
0.8190000000000001,0.011000000000000001,0.10300000000000002,0.062000000000000006,0.005000000000000001,0.8190000000000001,0.011000000000000001,0.10300000000000002,0.062000000000000006,0.005000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9946326931990565, ""FCC_L12#1"": 0.0007062959725260275, ""HCP_A3#1"": 0.0003391260181989415, ""HCP_A3#2"": 0.001580569749147471, ""HCP_A3#3"": 0.0027413150610712286}",40
0.977,0.008,0.005,0.004,0.006,0.977,0.008,0.005,0.004,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949909914626932, ""FCC_L12#1"": 0.0006275607574010659, ""HCP_A3#1"": 0.0018306721231018995, ""HCP_A3#2"": 0.0025507756568041067}",40
0.946,0.022,0.005,0.018000000000000002,0.009000000000000001,0.946,0.022,0.005,0.018000000000000002,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9900689011731908, ""C15_LAVES#1"": 0.0043305714968078805, ""FCC_L12#1"": 0.0006595110926575185, ""HCP_A3#1"": 0.0020795791292499742, ""HCP_A3#2"": 0.0028614371080938642}",40
0.969,0.008,0.006,0.011,0.006,0.969,0.008,0.006,0.011,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9948983846255789, ""FCC_L12#1"": 0.0006386692102771425, ""HCP_A3#1"": 0.0018689355478606591, ""HCP_A3#2"": 0.0025940106162832093}",40
0.925,0.013000000000000001,0.046,0.01,0.006,0.925,0.013000000000000001,0.046,0.01,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949898976608722, ""FCC_L12#1"": 0.0006336645164614862, ""HCP_A3#1"": 0.0025571028660799893, ""HCP_A3#2"": 0.0018193349565863329}",40
0.961,0.004,0.022,0.009000000000000001,0.004,0.961,0.004,0.022,0.009000000000000001,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958190423587023, ""FCC_L12#1"": 0.0006216380516593109, ""HCP_A3#1"": 0.0009839683997006083, ""HCP_A3#2"": 0.0023331763914598708, ""ZRO2_MONO#1"": 0.00024217479847786892}",40
0.914,0.005,0.061,0.015,0.005,0.914,0.005,0.061,0.015,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9952229873932321, ""FCC_L12#1"": 0.0006336685595223613, ""HCP_A3#1"": 0.0016892747258929201, ""HCP_A3#2"": 0.002454069321352719}",40
0.969,0.004,0.01,0.011,0.006,0.969,0.004,0.01,0.011,0.006,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949029937560464, ""FCC_L12#1"": 0.0006384056611486268, ""HCP_A3#1"": 0.0018649130615751785, ""HCP_A3#2"": 0.002593687521229677}",40
0.921,0.008,0.051000000000000004,0.016,0.004,0.921,0.008,0.051000000000000004,0.016,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958384817508603, ""FCC_L12#1"": 0.0006318515898230438, ""HCP_A3#1"": 0.000797640148459725, ""HCP_A3#2"": 0.0023834184209485846, ""ZRO2_MONO#1"": 0.000348608089908369}",40
0.935,0.009000000000000001,0.019,0.03,0.007,0.935,0.009000000000000001,0.019,0.03,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944015849681845, ""FCC_L12#1"": 0.0006743617147248593, ""HCP_A3#1"": 0.002068508907828506, ""HCP_A3#2"": 0.00285554440926218}",40
0.951,0.017,0.005,0.013000000000000001,0.014,0.951,0.017,0.005,0.013000000000000001,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9775440256665975, ""C15_LAVES#1"": 0.01666253515535528, ""FCC_L12#1"": 0.000657479566136083, ""HCP_A3#1"": 0.0021649701618176066, ""HCP_A3#2"": 0.0029709894500938023}",40
0.9219999999999999,0.011,0.054,0.008,0.005,0.9219999999999999,0.011,0.054,0.008,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9953121436458334, ""FCC_L12#1"": 0.0006231544135968354, ""HCP_A3#1"": 0.0016502948874700808, ""HCP_A3#2"": 0.002414407053099706}",40
0.967,0.004,0.007,0.018000000000000002,0.004,0.967,0.004,0.007,0.018000000000000002,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957031640480545, ""FCC_L12#1"": 0.0006364816002142288, ""HCP_A3#1"": 0.0009868413022768117, ""HCP_A3#2"": 0.0023820725603963065, ""ZRO2_MONO#1"": 0.00029144048905805964}",40
0.97,0.011,0.004,0.006,0.009000000000000001,0.97,0.011,0.004,0.006,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9941975615100518, ""FCC_L12#1"": 0.0006451903159037864, ""HCP_A3#1"": 0.002981100720866658, ""HCP_A3#2"": 0.0021761474531778}",40
0.838,0.008,0.083,0.051000000000000004,0.02,0.838,0.008,0.083,0.051000000000000004,0.02,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9656254462505663, ""C15_LAVES#1"": 0.027480503450629037, ""FCC_L12#1"": 0.0007246054961096956, ""HCP_A3#1"": 0.0035795301664180877, ""HCP_A3#2"": 0.0025899146362770723}",40
0.9279999999999999,0.012,0.042,0.01,0.008,0.9279999999999999,0.012,0.042,0.01,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9945103649669909, ""FCC_L12#1"": 0.0006443244578983864, ""HCP_A3#1"": 0.0020299210381819538, ""HCP_A3#2"": 0.002815389536929015}",40
0.808,0.046,0.025,0.093,0.028,0.808,0.046,0.025,0.093,0.028,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9273317551342385, ""C15_LAVES#1"": 0.06658786468835996, ""FCC_L12#1"": 0.0007762915654248039, ""HCP_A3#1"": 0.0022283565351846296, ""HCP_A3#2"": 0.003075732076791937}",40
0.973,0.004,0.006,0.007,0.01,0.973,0.004,0.006,0.007,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9938991197357064, ""FCC_L12#1"": 0.0006500261130570328, ""HCP_A3#1"": 0.0031446180634435083, ""HCP_A3#2"": 0.0023062360877932233}",40
0.944,0.023,0.009000000000000001,0.02,0.004,0.944,0.023,0.009000000000000001,0.02,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957160050905474, ""FCC_L12#1"": 0.0006399237789388755, ""HCP_A3#1"": 0.0023955037816948835, ""HCP_A3#2"": 0.0008996577877632875, ""ZRO2_MONO#1"": 0.0003489095610555168}",40
0.941,0.011,0.026000000000000002,0.008,0.014,0.941,0.011,0.026000000000000002,0.008,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9815974715774813, ""C15_LAVES#1"": 0.01239346779787111, ""FCC_L12#1"": 0.000651635942155061, ""HCP_A3#1"": 0.0022584375006193627, ""HCP_A3#2"": 0.0030989871818732175}",40
0.975,0.005,0.006,0.004,0.01,0.975,0.005,0.006,0.004,0.01,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9939565642004348, ""FCC_L12#1"": 0.0006449905542020343, ""HCP_A3#1"": 0.0031148731025117697, ""HCP_A3#2"": 0.0022835721428516404}",40
0.8029999999999999,0.125,0.045,0.017,0.01,0.8029999999999999,0.125,0.045,0.017,0.01,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9753644414346855, ""C15_LAVES#1"": 0.020974051734532432, ""FCC_L12#1"": 0.0006300032214551405, ""HCP_A3#2"": 0.0022809599679803113, ""ZRO2_MONO#1"": 0.0007505436413462913}",40
0.944,0.013000000000000001,0.023,0.009000000000000001,0.011,0.944,0.013000000000000001,0.023,0.009000000000000001,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9890751024366685, ""C15_LAVES#1"": 0.0050562783532662695, ""FCC_L12#1"": 0.0006504059107103922, ""HCP_A3#1"": 0.002197759889464945, ""HCP_A3#2"": 0.003020453409889809}",40
0.8109999999999999,0.044,0.052000000000000005,0.068,0.025,0.8109999999999999,0.044,0.052000000000000005,0.068,0.025,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9373308991786162, ""C15_LAVES#1"": 0.056827254900168, ""FCC_L12#1"": 0.0007358413250535402, ""HCP_A3#1"": 0.0021397067787701377, ""HCP_A3#2"": 0.002966297817392142}",40
0.955,0.005,0.013000000000000001,0.006,0.021,0.955,0.005,0.013000000000000001,0.006,0.021,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9631804975355983, ""C15_LAVES#1"": 0.03043122979239667, ""FCC_L12#1"": 0.0006554770885407612, ""HCP_A3#1"": 0.0024304603148306322, ""HCP_A3#2"": 0.003302335268633291}",40
0.824,0.127,0.005,0.04,0.004,0.824,0.127,0.005,0.04,0.004,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9929456617868386, ""C15_LAVES#1"": 0.0032623000776698685, ""FCC_L12#1"": 0.0006615780945720785, ""HCP_A3#2"": 0.0023365762445881314, ""ZRO2_MONO#1"": 0.0007938837963313905}",40
0.967,0.01,0.005,0.01,0.008,0.967,0.01,0.005,0.01,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943953023895682, ""FCC_L12#1"": 0.0006478010178914955, ""HCP_A3#1"": 0.002086879925723053, ""HCP_A3#2"": 0.0028700166668173105}",40
0.892,0.027,0.046,0.03,0.005,0.892,0.027,0.046,0.03,0.005,4,BCC_B2#1,True,"{""BCC_B2#1"": 0.9950019505981561, ""FCC_L12#1"": 0.000657448273423587, ""HCP_A3#1"": 0.0018124759475024084, ""HCP_A3#2"": 0.0025281251809179963}",40
0.974,0.009000000000000001,0.008,0.005,0.004,0.974,0.009000000000000001,0.008,0.005,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9958238500697011, ""FCC_L12#1"": 0.0006158558928305986, ""HCP_A3#1"": 0.001039422228523157, ""HCP_A3#2"": 0.0023058321406055206, ""ZRO2_MONO#1"": 0.0002150396683397681}",40
0.947,0.02,0.01,0.014,0.009000000000000001,0.947,0.02,0.01,0.014,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9911407526645494, ""C15_LAVES#1"": 0.0032375263094518414, ""FCC_L12#1"": 0.0006540135463777368, ""HCP_A3#1"": 0.0028772205300849306, ""HCP_A3#2"": 0.0020904869495358257}",40
0.927,0.004,0.05,0.008,0.011,0.927,0.004,0.05,0.008,0.011,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9938340019681264, ""FCC_L12#1"": 0.0006505229894122934, ""HCP_A3#1"": 0.003193348004779376, ""HCP_A3#2"": 0.0023221270376818696}",40
0.935,0.017,0.026000000000000002,0.018000000000000002,0.004,0.935,0.017,0.026000000000000002,0.018000000000000002,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9957634710433874, ""FCC_L12#1"": 0.0006360547965293175, ""HCP_A3#1"": 0.0008609177040968034, ""HCP_A3#2"": 0.00238848331255117, ""ZRO2_MONO#1"": 0.0003510731434355844}",40
0.83,0.016,0.009000000000000001,0.14100000000000001,0.004,0.83,0.016,0.009000000000000001,0.14100000000000001,0.004,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9949652533291784, ""FCC_L12#1"": 0.0008321011083530376, ""HCP_A3#1"": 0.003109229235470015, ""HCP_A3#2"": 0.0002016220313280455, ""ZRO2_MONO#1"": 0.0008917942956699789}",40
0.948,0.01,0.02,0.008,0.014,0.948,0.01,0.02,0.008,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9816681422913415, ""C15_LAVES#1"": 0.012284246320222588, ""FCC_L12#1"": 0.0006522845112898308, ""HCP_A3#1"": 0.0022768991082870067, ""HCP_A3#2"": 0.0031184277688591105}",40
0.8109999999999999,0.136,0.034,0.015,0.004,0.8109999999999999,0.136,0.034,0.015,0.004,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9929791310560327, ""C15_LAVES#1"": 0.003427272563517193, ""FCC_L12#1"": 0.0006224555661668001, ""HCP_A3#2"": 0.0022261696155110497, ""ZRO2_MONO#1"": 0.0007449711987721043}",40
0.8240000000000001,0.054,0.099,0.018000000000000002,0.005,0.8240000000000001,0.054,0.099,0.018000000000000002,0.005,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9951814227537191, ""FCC_L12#1"": 0.0006389113760721617, ""HCP_A3#1"": 0.0009253361687257464, ""HCP_A3#2"": 0.0007546114620416838, ""HCP_A3#3"": 0.002499718239441079}",40
0.804,0.156,0.011,0.02,0.009000000000000001,0.804,0.156,0.011,0.02,0.009000000000000001,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9777194480676412, ""C15_LAVES#1"": 0.018663626712783255, ""FCC_L12#1"": 0.0006319159075591828, ""HCP_A3#2"": 0.002225636786278381, ""ZRO2_MONO#1"": 0.0007593725257379263}",40
0.946,0.009000000000000001,0.016,0.017,0.012,0.946,0.009000000000000001,0.016,0.017,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9868947982338662, ""C15_LAVES#1"": 0.006954169539595294, ""FCC_L12#1"": 0.0006660510688543004, ""HCP_A3#1"": 0.002315866282085768, ""HCP_A3#2"": 0.0031691148755984854}",40
0.974,0.005,0.007,0.006,0.008,0.974,0.005,0.007,0.006,0.008,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9944550279370635, ""FCC_L12#1"": 0.0006410931274538425, ""HCP_A3#1"": 0.0020630827858556045, ""HCP_A3#2"": 0.0028407961496271176}",40
0.929,0.005,0.023,0.039,0.004,0.929,0.005,0.023,0.039,0.004,5,BCC_B2#1,True,"{""BCC_B2#1"": 0.9955750287548142, ""FCC_L12#1"": 0.0006693133489134028, ""HCP_A3#1"": 0.0008216684297527916, ""HCP_A3#2"": 0.002510804871061594, ""ZRO2_MONO#1"": 0.0004231845954577501}",40
0.929,0.006,0.026000000000000002,0.032,0.007,0.929,0.006,0.026000000000000002,0.032,0.007,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9943846354810997, ""FCC_L12#1"": 0.0006770651975425245, ""HCP_A3#1"": 0.0020731852688918337, ""HCP_A3#2"": 0.002865114052465668}",40
0.946,0.007,0.026000000000000002,0.007,0.014,0.946,0.007,0.026000000000000002,0.007,0.014,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9838452607710634, ""C15_LAVES#1"": 0.009937915699347141, ""FCC_L12#1"": 0.0006519363681704838, ""HCP_A3#1"": 0.0032137161431124326, ""HCP_A3#2"": 0.002351171018306418}",40
0.956,0.01,0.005,0.01,0.019,0.956,0.01,0.005,0.01,0.019,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9658354306782463, ""C15_LAVES#1"": 0.02804673774986874, ""FCC_L12#1"": 0.0006589384888016134, ""HCP_A3#1"": 0.003150526769510931, ""HCP_A3#2"": 0.0023083663135722286}",40
0.949,0.022,0.011,0.006,0.012,0.949,0.022,0.011,0.006,0.012,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9825770140394534, ""C15_LAVES#1"": 0.011879923663487543, ""FCC_L12#1"": 0.0006427560760164734, ""HCP_A3#1"": 0.0020613869259836683, ""HCP_A3#2"": 0.002838919295059089}",40
0.9359999999999999,0.007,0.03,0.016,0.011,0.9359999999999999,0.007,0.03,0.016,0.011,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9920415392014451, ""C15_LAVES#1"": 0.001688142827114232, ""FCC_L12#1"": 0.0006645140387176373, ""HCP_A3#1"": 0.0023661932920972036, ""HCP_A3#2"": 0.0032396106406259945}",40
0.9279999999999999,0.006,0.034,0.023,0.009000000000000001,0.9279999999999999,0.006,0.034,0.023,0.009000000000000001,4,BCC_B2#1,False,"{""BCC_B2#1"": 0.9940156758995209, ""FCC_L12#1"": 0.000670820575943214, ""HCP_A3#1"": 0.002234880547457944, ""HCP_A3#2"": 0.0030786229770778163}",40
0.818,0.005,0.036000000000000004,0.136,0.005,0.818,0.005,0.036000000000000004,0.136,0.005,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9939735100302325, ""FCC_L12#1"": 0.0008214318371673701, ""HCP_A3#1"": 0.0020194181980699977, ""HCP_A3#2"": 0.0030891511068483327, ""ZRO2_MONO#1"": 9.64888276820819e-05}",40
0.947,0.007,0.015,0.014,0.017,0.947,0.007,0.015,0.014,0.017,5,BCC_B2#1,False,"{""BCC_B2#1"": 0.9734521405096421, ""C15_LAVES#1"": 0.020235836343703694, ""FCC_L12#1"": 0.0006652841056092251, ""HCP_A3#1"": 0.003258010103986856, ""HCP_A3#2"": 0.0023887289370581703}",40
